M0Sen:,Command229,0b11100101
M0Sen:,Command229,0b11100101
M0Sen:,Command229,0b11100101
M0Sen:,Command0,0b0
M0Sen:,Command1,0b1
M0Sen:,Command2,0b10
M0Sen:,Command3,0b11
M0Sen:,Command4,0b100
M0Sen:,Command5,0b101
M0Sen:,Command6,0b110
M0Sen:,Command7,0b111
M0Sen:,Command8,0b1000
M0Sen:,Command9,0b1001
M0Sen:,Command10,0b1010
M0Sen:,Command11,0b1011
M0Sen:,Command12,0b1100
M0Sen:,Command13,0b1101
M0Sen:,Command14,0b1110
M0Sen:,Command15,0b1111
M0Sen:,Command16,0b10000
M0Sen:,Command17,0b10001
M0Sen:,Command18,0b10010
M0Sen:,Command19,0b10011
M0Sen:,Command20,0b10100
M0Sen:,Command21,0b10101
M0Sen:,Command22,0b10110
M0Sen:,Command23,0b10111
M0Sen:,Command24,0b11000
M0Sen:,Command25,0b11001
M0Sen:,Command26,0b11010
M0Sen:,Command27,0b11011
M0Sen:,Command28,0b11100
M0Sen:,Command29,0b11101
M0Sen:,Command30,0b11110
M0Sen:,Command31,0b11111
M0Sen:,Command32,0b100000
M0Sen:,Command33,0b100001
M0Sen:,Command34,0b100010
M0Sen:,Command35,0b100011
M0Sen:,Command36,0b100100
M0Sen:,Command37,0b100101
M0Sen:,Command38,0b100110
M0Sen:,Command39,0b100111
M0Sen:,Command40,0b101000
M0Sen:,Command41,0b101001
M0Sen:,Command42,0b101010
M0Sen:,Command43,0b101011
M0Sen:,Command44,0b101100
M0Sen:,Command45,0b101101
M0Sen:,Command46,0b101110
M0Sen:,Command47,0b101111
M0Sen:,Command48,0b110000
M0Sen:,Command49,0b110001
M0Sen:,Command50,0b110010
M0Sen:,Command51,0b110011
M0Sen:,Command52,0b110100
M0Sen:,Command53,0b110101
M0Sen:,Command54,0b110110
M0Sen:,Command55,0b110111
M0Sen:,Command56,0b111000
M0Sen:,Command57,0b111001
M0Sen:,Command58,0b111010
M0Sen:,Command59,0b111011
M0Sen:,Command60,0b111100
M0Sen:,Command61,0b111101
M0Sen:,Command62,0b111110
M0Sen:,Command63,0b111111
M0Sen:,Command64,0b1000000
M0Sen:,Command65,0b1000001
M0Sen:,Command66,0b1000010
M0Sen:,Command67,0b1000011
M0Sen:,Command68,0b1000100
M0Sen:,Command69,0b1000101
M0Sen:,Command70,0b1000110
M0Sen:,Command71,0b1000111
M0Sen:,Command72,0b1001000
M0Sen:,Command73,0b1001001
M0Sen:,Command74,0b1001010
M0Sen:,Command75,0b1001011
M0Sen:,Command76,0b1001100
M0Sen:,Command77,0b1001101
M0Sen:,Command78,0b1001110
M0Sen:,Command79,0b1001111
M0Sen:,Command80,0b1010000
M0Sen:,Command81,0b1010001
M0Sen:,Command82,0b1010010
M0Sen:,Command83,0b1010011
M0Sen:,Command84,0b1010100
M0Sen:,Command85,0b1010101
M0Sen:,Command86,0b1010110
M0Sen:,Command87,0b1010111
M0Sen:,Command88,0b1011000
M0Sen:,Command89,0b1011001
M0Sen:,Command90,0b1011010
M0Sen:,Command91,0b1011011
M0Sen:,Command92,0b1011100
M0Sen:,Command93,0b1011101
M0Sen:,Command94,0b1011110
M0Sen:,Command95,0b1011111
M0Sen:,Command96,0b1100000
M0Sen:,Command97,0b1100001
M0Sen:,Command98,0b1100010
M0Sen:,Command99,0b1100011
M0Sen:,Command100,0b1100100
M0Sen:,Command101,0b1100101
M0Sen:,Command102,0b1100110
M0Sen:,Command103,0b1100111
M0Sen:,Command104,0b1101000
M0Sen:,Command105,0b1101001
M0Sen:,Command106,0b1101010
M0Sen:,Command107,0b1101011
M0Sen:,Command108,0b1101100
M0Sen:,Command109,0b1101101
M0Sen:,Command110,0b1101110
M0Sen:,Command111,0b1101111
M0Sen:,Command112,0b1110000
M0Sen:,Command113,0b1110001
M0Sen:,Command114,0b1110010
M0Sen:,Command115,0b1110011
M0Sen:,Command116,0b1110100
M0Sen:,Command117,0b1110101
M0Sen:,Command118,0b1110110
M0Sen:,Command119,0b1110111
M0Sen:,Command120,0b1111000
M0Sen:,Command121,0b1111001
M0Sen:,Command122,0b1111010
M0Sen:,Command123,0b1111011
M0Sen:,Command124,0b1111100
M0Sen:,Command125,0b1111101
M0Sen:,Command126,0b1111110
M0Sen:,Command127,0b1111111
M0Sen:,Command128,0b10000000
M0Sen:,Command129,0b10000001
M0Sen:,Command130,0b10000010
M0Sen:,Command131,0b10000011
M0Sen:,Command132,0b10000100
M0Sen:,Command133,0b10000101
M0Sen:,Command134,0b10000110
M0Sen:,Command135,0b10000111
M0Sen:,Command136,0b10001000
M0Sen:,Command137,0b10001001
M0Sen:,Command138,0b10001010
M0Sen:,Command139,0b10001011
M0Sen:,Command140,0b10001100
M0Sen:,Command141,0b10001101
M0Sen:,Command142,0b10001110
M0Sen:,Command143,0b10001111
M0Sen:,Command144,0b10010000
M0Sen:,Command145,0b10010001
M0Sen:,Command146,0b10010010
M0Sen:,Command147,0b10010011
M0Sen:,Command148,0b10010100
M0Sen:,Command149,0b10010101
M0Sen:,Command150,0b10010110
M0Sen:,Command151,0b10010111
M0Sen:,Command152,0b10011000
M0Sen:,Command153,0b10011001
M0Sen:,Command154,0b10011010
M0Sen:,Command155,0b10011011
M0Sen:,Command156,0b10011100
M0Sen:,Command157,0b10011101
M0Sen:,Command158,0b10011110
M0Sen:,Command159,0b10011111
M0Sen:,Command160,0b10100000
M0Sen:,Command161,0b10100001
M0Sen:,Command162,0b10100010
