D0Rec:,Command229,0b11100101,44.2115838
D0Rec:,Command229,0b11100101,49.3692849
D0Rec:,Command229,0b11100101,57.4860807
D0Rec:,Command0,0b0,65.4544397
D0Rec:,Command1,0b1,69.3981878
D0Rec:,Command2,0b10,73.1916054
D0Rec:,Command3,0b11,77.1793552
D0Rec:,Command4,0b100,81.177747
D0Rec:,Command5,0b101,85.2261255
D0Rec:,Command6,0b110,89.2053328
D0Rec:,Command7,0b111,93.1974139
D0Rec:,Command8,0b1000,97.210118
D0Rec:,Command9,0b1001,101.2510248
D0Rec:,Command10,0b1010,105.2135872
D0Rec:,Command11,0b1011,109.2368162
D0Rec:,Command12,0b1100,113.2799062
D0Rec:,Command13,0b1101,117.27781
D0Rec:,Command14,0b1110,121.2269245
D0Rec:,Command15,0b1111,125.3127074
D0Rec:,Command16,0b10000,129.3308605
D0Rec:,Command17,0b10001,133.2981021
D0Rec:,Command18,0b10010,137.2996877
D0Rec:,Command19,0b10011,141.3127716
D0Rec:,Command20,0b10100,145.3200183
D0Rec:,Command21,0b10101,149.3660253
D0Rec:,Command22,0b10110,153.3410781
D0Rec:,Command23,0b10111,157.3176625
D0Rec:,Command24,0b11000,161.3607394
D0Rec:,Command25,0b11001,165.3402577
D0Rec:,Command26,0b11010,169.3849981
D0Rec:,Command27,0b11011,173.383373
D0Rec:,Command28,0b11100,177.3680844
D0Rec:,Command29,0b11101,181.3984712
D0Rec:,Command30,0b11110,185.3814104
D0Rec:,Command31,0b11111,189.4011688
D0Rec:,Command32,0b100000,193.4332518
D0Rec:,Command33,0b100001,197.4101643
D0Rec:,Command34,0b100010,201.4728113
D0Rec:,Command35,0b100011,205.3938911
D0Rec:,Command36,0b100100,209.4202274
D0Rec:,Command37,0b100101,213.5320495
D0Rec:,Command38,0b100110,217.4568166
D0Rec:,Command39,0b100111,221.514893
D0Rec:,Command40,0b101000,225.4852784
D0Rec:,Command41,0b101001,229.5529088
D0Rec:,Command42,0b101010,233.4714955
D0Rec:,Command43,0b101011,237.527905
D0Rec:,Command44,0b101100,241.5960079
D0Rec:,Command45,0b101101,245.5458141
D0Rec:,Command46,0b101110,249.5461897
D0Rec:,Command47,0b101111,253.539414
D0Rec:,Command48,0b110000,257.6079566
D0Rec:,Command49,0b110001,261.5605239
D0Rec:,Command50,0b110010,265.548279
D0Rec:,Command51,0b110011,269.5142178
D0Rec:,Command52,0b110100,273.5876625
D0Rec:,Command53,0b110101,277.584362
D0Rec:,Command54,0b110110,281.5760839
D0Rec:,Command55,0b110111,285.6834044
D0Rec:,Command56,0b111000,289.5923592
D0Rec:,Command57,0b111001,293.6509556
D0Rec:,Command58,0b111010,297.6092493
D0Rec:,Command59,0b111011,301.648028
D0Rec:,Command60,0b111100,305.6667245
D0Rec:,Command61,0b111101,309.621737
D0Rec:,Command62,0b111110,313.6527944
D0Rec:,Command63,0b111111,317.712293
D0Rec:,Command64,0b1000000,321.6647897
D0Rec:,Command65,0b1000001,325.68936
D0Rec:,Command66,0b1000010,329.6547863
D0Rec:,Command67,0b1000011,333.7408371
D0Rec:,Command68,0b1000100,337.7126518
D0Rec:,Command69,0b1000101,341.7013316
D0Rec:,Command70,0b1000110,345.6905201
D0Rec:,Command71,0b1000111,349.6925762
D0Rec:,Command72,0b1001000,353.8154204
D0Rec:,Command73,0b1001001,357.7508346
D0Rec:,Command74,0b1001010,361.738609
D0Rec:,Command75,0b1001011,365.781304
D0Rec:,Command76,0b1001100,369.7834836
D0Rec:,Command77,0b1001101,373.7899709
D0Rec:,Command78,0b1001110,377.7920771
D0Rec:,Command79,0b1001111,381.8335457
D0Rec:,Command80,0b1010000,385.8272191
D0Rec:,Command81,0b1010001,389.8488798
D0Rec:,Command82,0b1010010,393.8629514
D0Rec:,Command83,0b1010011,397.8414693
D0Rec:,Command84,0b1010100,401.852259
D0Rec:,Command85,0b1010101,405.8296429
D0Rec:,Command86,0b1010110,409.8349658
D0Rec:,Command87,0b1010111,413.8500468
D0Rec:,Command88,0b1011000,417.9040299
D0Rec:,Command89,0b1011001,421.8598414
D0Rec:,Command90,0b1011010,425.8884937
D0Rec:,Command91,0b1011011,429.9362529
D0Rec:,Command92,0b1011100,433.872302
D0Rec:,Command93,0b1011101,437.9290836
D0Rec:,Command94,0b1011110,441.9828
D0Rec:,Command95,0b1011111,445.9166227
D0Rec:,Command96,0b1100000,449.9543601
D0Rec:,Command97,0b1100001,453.9770874
D0Rec:,Command98,0b1100010,457.9702093
D0Rec:,Command99,0b1100011,461.9547436
D0Rec:,Command100,0b1100100,465.991115
D0Rec:,Command101,0b1100101,470.0097452
D0Rec:,Command102,0b1100110,473.9937263
D0Rec:,Command103,0b1100111,478.0391848
D0Rec:,Command104,0b1101000,482.0713481
D0Rec:,Command105,0b1101001,485.9915003
D0Rec:,Command106,0b1101010,490.0431995
D0Rec:,Command107,0b1101011,494.0694967
D0Rec:,Command108,0b1101100,498.0196012
D0Rec:,Command109,0b1101101,502.0798674
D0Rec:,Command110,0b1101110,506.0708186
D0Rec:,Command111,0b1101111,510.0480526
D0Rec:,Command112,0b1110000,514.0879832
D0Rec:,Command113,0b1110001,518.128383
D0Rec:,Command114,0b1110010,522.0609629
D0Rec:,Command115,0b1110011,526.034297
D0Rec:,Command116,0b1110100,530.1479601
D0Rec:,Command117,0b1110101,534.0665552
D0Rec:,Command118,0b1110110,538.1354309
D0Rec:,Command119,0b1110111,542.1278642
D0Rec:,Command120,0b1111000,546.1138677
D0Rec:,Command121,0b1111001,550.1701735
D0Rec:,Command122,0b1111010,554.1612132
D0Rec:,Command123,0b1111011,558.2266714
D0Rec:,Command124,0b1111100,562.1629936
D0Rec:,Command125,0b1111101,566.1664265
D0Rec:,Command126,0b1111110,570.1616445
D0Rec:,Command127,0b1111111,574.1812885
D0Rec:,Command128,0b10000000,578.2370481
D0Rec:,Command129,0b10000001,582.1580724
D0Rec:,Command130,0b10000010,586.2188031
D0Rec:,Command131,0b10000011,590.231912
D0Rec:,Command132,0b10000100,594.1818451
D0Rec:,Command133,0b10000101,598.244239
D0Rec:,Command134,0b10000110,602.2218426
D0Rec:,Command135,0b10000111,606.2339317
D0Rec:,Command136,0b10001000,610.3408918
D0Rec:,Command137,0b10001001,614.2941206
D0Rec:,Command138,0b10001010,618.2624781
